URI,Label,Scopenote
http://collection.britishmuseum.org/id/thesauri/x23212,Pagan Style,
http://collection.britishmuseum.org/id/thesauri/x25085,Pahari School,"This term refers to paintings created in the small Rajput courts of the Punjab Hills. While the Pahari region was occupied from the 7th century onwards, with dated architectural monuments and temples, there is no evidence of painting until the mid-16th century. The painting tradition really flourished from the 17th to the 19th centuries."
http://collection.britishmuseum.org/id/thesauri/x110508,Paithan Style,"Paintings used in story-telling by itinerant bards. Typical of the Andhra Pradesh/Karnataka border area and not - as was once thought - with the town of Paithan, further to the northwest. Although incorrect, this terminology is still in use (the mistaken provenance originally came about because early collections of these paintings were acquired in the town of Paithan). They are often double-sided, though in museum collections they have frequently been divided. Subjects include the epics, frequently with local characters and scenes interpolated. They are painted in a highly stylised manner and are clearly linked to the shadow-puppet tradition of Karnataka."
http://collection.britishmuseum.org/id/thesauri/x41684,Pala,
http://collection.britishmuseum.org/id/thesauri/x25086,Pala Style,
http://collection.britishmuseum.org/id/thesauri/x23218,Pallava Style,
http://collection.britishmuseum.org/id/thesauri/x17225,Parmese,
http://collection.britishmuseum.org/id/thesauri/x23220,Patna Style,
http://collection.britishmuseum.org/id/thesauri/x41210,Penn,
http://collection.britishmuseum.org/id/thesauri/x86163,Pentecost Style,
http://collection.britishmuseum.org/id/thesauri/x41668,Permian Type,
http://collection.britishmuseum.org/id/thesauri/x108156,Persian School/Style,
http://collection.britishmuseum.org/id/thesauri/x17226,Peruvian,
http://collection.britishmuseum.org/id/thesauri/x116597,Petrie group,The term refers to an Archaic Clazomenian pottery styles after Cook 1952.
http://collection.britishmuseum.org/id/thesauri/x17227,Philippino,
http://collection.britishmuseum.org/id/thesauri/x116588,Plain Body group,The term refers to a transitional style in Archaic South Ionian pottery between Wild Goat and Fikellura.
http://collection.britishmuseum.org/id/thesauri/x17228,Polish,
http://collection.britishmuseum.org/id/thesauri/x72469,Popoyan Style,The term refers to a gold-working style in Columbia.
http://collection.britishmuseum.org/id/thesauri/x72470,Port Clarence,
http://collection.britishmuseum.org/id/thesauri/x72471,Portugal,
http://collection.britishmuseum.org/id/thesauri/x17229,Portuguese,
http://collection.britishmuseum.org/id/thesauri/x23224,Post-Samarra Style,
http://collection.britishmuseum.org/id/thesauri/x25566,Post/sub-Raqqa Type,
http://collection.britishmuseum.org/id/thesauri/x116595,Poultry group,The term refers to an Archaic Chian pottery styles after Lemos 1991.
http://collection.britishmuseum.org/id/thesauri/x45601,Provincial Mughal Style,The term refers to paintings that reflect the Mughal Painting Style but were presumably produced at provincial centres.
http://collection.britishmuseum.org/id/thesauri/x17230,Puerto Rican,
http://collection.britishmuseum.org/id/thesauri/x105693,Punchong style,
http://collection.britishmuseum.org/id/thesauri/x46460,Qajar School,The term refers to works produced in Qajar Iran of the late 18thC and 19thC..
http://collection.britishmuseum.org/id/thesauri/x103660,Qazvin Style,The term refers to the court style of painting in Iran c.1550-1598.
http://collection.britishmuseum.org/id/thesauri/x95685,Quoit brooch style,
http://collection.britishmuseum.org/id/thesauri/x72486,Qurigua,
http://collection.britishmuseum.org/id/thesauri/x23237,Rajasthan School,The term 'Rajasthan School' should be entered in addition to any Narrower Terms where available.
http://collection.britishmuseum.org/id/thesauri/x72489,Ramallah,
http://collection.britishmuseum.org/id/thesauri/x19099,Rangaku School,
http://collection.britishmuseum.org/id/thesauri/x56910,Renaissance Revival,
http://collection.britishmuseum.org/id/thesauri/x56911,Renaissance style,
http://collection.britishmuseum.org/id/thesauri/x19114,Rimpa School,
http://collection.britishmuseum.org/id/thesauri/x95686,Ringerike style,
http://collection.britishmuseum.org/id/thesauri/x95711,Rococo,
http://collection.britishmuseum.org/id/thesauri/x17231,Romagna,"District of Emilia-Romagna, south of Bologna: Faenza, Rimini, Forlì."
http://collection.britishmuseum.org/id/thesauri/x17232,Roman,
http://collection.britishmuseum.org/id/thesauri/x23243,Roman Style,
http://collection.britishmuseum.org/id/thesauri/x17233,Romanian,
http://collection.britishmuseum.org/id/thesauri/x103434,Rumi,"Style of design on Iznik pottery, referring to traditional arabesque (Islamic) patterns."
http://collection.britishmuseum.org/id/thesauri/x95687,Runestone style,
http://collection.britishmuseum.org/id/thesauri/x17234,Russian,
http://collection.britishmuseum.org/id/thesauri/x25567,Russo-Armenia Type,
http://collection.britishmuseum.org/id/thesauri/x25568,Safavid Type,The term is restricted to three-dimensional objects.
http://collection.britishmuseum.org/id/thesauri/x25573,Sahri Bahlol Type,
http://collection.britishmuseum.org/id/thesauri/x41053,Salisbury,
http://collection.britishmuseum.org/id/thesauri/x25570,Samarkand Type,
http://collection.britishmuseum.org/id/thesauri/x23247,Samarra Style,
http://collection.britishmuseum.org/id/thesauri/x23248,Samarra-C Style,
http://collection.britishmuseum.org/id/thesauri/x72493,Samoa,
http://collection.britishmuseum.org/id/thesauri/x25542,Sar Dheri Style,
http://collection.britishmuseum.org/id/thesauri/x25572,Saracenic Type,
http://collection.britishmuseum.org/id/thesauri/x23250,Sarnath Style,
http://collection.britishmuseum.org/id/thesauri/x23251,Sasanian Type,The term is restricted to three-dimensional objects.
http://collection.britishmuseum.org/id/thesauri/x25574,Sasanian-Islamic Type,
http://collection.britishmuseum.org/id/thesauri/x19141,Sawankhalok Style,
http://collection.britishmuseum.org/id/thesauri/x17235,Scandinavian,
http://collection.britishmuseum.org/id/thesauri/x101494,School of Fontainebleau,
http://collection.britishmuseum.org/id/thesauri/x45821,Seljuk Style,
http://collection.britishmuseum.org/id/thesauri/x25575,Sevres Type,
http://collection.britishmuseum.org/id/thesauri/x23254,Shamalaji Style,
http://collection.britishmuseum.org/id/thesauri/x45791,Shan,
http://collection.britishmuseum.org/id/thesauri/x23256,Shan States Style,
http://collection.britishmuseum.org/id/thesauri/x25576,Shang Type,
http://collection.britishmuseum.org/id/thesauri/x25577,Shanxi Type,
http://collection.britishmuseum.org/id/thesauri/x25578,Shaoxing Type,
http://collection.britishmuseum.org/id/thesauri/x23258,Shashthi Type,
http://collection.britishmuseum.org/id/thesauri/x19161,Shibayama type,
http://collection.britishmuseum.org/id/thesauri/x116849,Shin hanga,The term refers to a revival of traditional collaborative printmaking from the 1910s to the postwar period.
http://collection.britishmuseum.org/id/thesauri/x107874,Shiraz School,
http://collection.britishmuseum.org/id/thesauri/x23265,Siberian Type,
http://collection.britishmuseum.org/id/thesauri/x25579,Sichuan Type,
http://collection.britishmuseum.org/id/thesauri/x17236,Sicilian,
http://collection.britishmuseum.org/id/thesauri/x17237,Sienese,
http://collection.britishmuseum.org/id/thesauri/x25580,Sigillata Type,
http://collection.britishmuseum.org/id/thesauri/x23266,Sikh Style,
http://collection.britishmuseum.org/id/thesauri/x23267,Silla Style,
http://collection.britishmuseum.org/id/thesauri/x23268,Sino-Tibetan Style,
http://collection.britishmuseum.org/id/thesauri/x117180,Sirohi Style,
http://collection.britishmuseum.org/id/thesauri/x23269,Six Dynasties Style,
http://collection.britishmuseum.org/id/thesauri/x25581,Six Dynasties Type,
http://collection.britishmuseum.org/id/thesauri/x17238,Slovak,For artists working after 1992; see also CZECHOSLOVAKIAN.
http://collection.britishmuseum.org/id/thesauri/x72501,Solomon Islands,
http://collection.britishmuseum.org/id/thesauri/x19188,Somada type,
http://collection.britishmuseum.org/id/thesauri/x23271,Song Style,
http://collection.britishmuseum.org/id/thesauri/x25582,Song Type,
http://collection.britishmuseum.org/id/thesauri/x108128,Sosaku hanga,"The term refers to a school of modern Japanese printmaking from about 1910, in which artists generally cut and print their own blocks in relatively small editions."
http://collection.britishmuseum.org/id/thesauri/x17239,South African,
http://collection.britishmuseum.org/id/thesauri/x17240,South American,
http://collection.britishmuseum.org/id/thesauri/x17205,South Asian,"For the Company, Pahari, Rajasthan Schools, these terms are entered as well as the Narrower terms for Styles."
http://collection.britishmuseum.org/id/thesauri/x25583,South Chinese Type,
http://collection.britishmuseum.org/id/thesauri/x109531,South East Asian,
http://collection.britishmuseum.org/id/thesauri/x25492,South Indian,
http://collection.britishmuseum.org/id/thesauri/x17241,South Italian,
http://collection.britishmuseum.org/id/thesauri/x109476,South and South East Asian,
http://collection.britishmuseum.org/id/thesauri/x23275,Southern India Style,
http://collection.britishmuseum.org/id/thesauri/x25584,Southern Type,
http://collection.britishmuseum.org/id/thesauri/x23276,Southwestern Style,
http://collection.britishmuseum.org/id/thesauri/x17242,Spanish,
http://collection.britishmuseum.org/id/thesauri/x116592,Sphinx and Lion style,The term refers to an Archaic Chian pottery styles after Lemos 1991.
http://collection.britishmuseum.org/id/thesauri/x45719,Sri Lankan,
http://collection.britishmuseum.org/id/thesauri/x23277,Srivijaya Style,
http://collection.britishmuseum.org/id/thesauri/x95500,Style I,Berhnard Salin's first early Germanic animal style.
http://collection.britishmuseum.org/id/thesauri/x95501,Style II,Berhnard Salin's second early Germanic animal style.
http://collection.britishmuseum.org/id/thesauri/x95502,Style III,Berhnard Salin's third early Germanic animal style.
http://collection.britishmuseum.org/id/thesauri/x25585,Sub-Nishapur Type,
http://collection.britishmuseum.org/id/thesauri/x25586,Sub-Raqqa Type,
http://collection.britishmuseum.org/id/thesauri/x25587,Sub-Sa?d Type,
http://collection.britishmuseum.org/id/thesauri/x23278,Sukhothai Style,
http://collection.britishmuseum.org/id/thesauri/x23279,Sukhothai Type,
http://collection.britishmuseum.org/id/thesauri/x101154,Sultanate Style,The term refers to a style of painting from various centres in pre-Mughal India.
http://collection.britishmuseum.org/id/thesauri/x19217,Sumiyoshi School,
http://collection.britishmuseum.org/id/thesauri/x25588,Susa Type,
http://collection.britishmuseum.org/id/thesauri/x23282,Suzhou Style,
http://collection.britishmuseum.org/id/thesauri/x25111,Swat Valley Type,
http://collection.britishmuseum.org/id/thesauri/x17243,Swedish,
http://collection.britishmuseum.org/id/thesauri/x17244,Swiss,
http://collection.britishmuseum.org/id/thesauri/x41060,Switzerland,
http://collection.britishmuseum.org/id/thesauri/x17245,Syrian,
http://collection.britishmuseum.org/id/thesauri/x25589,Syrian Type,
http://collection.britishmuseum.org/id/thesauri/x100908,Table Bay Type,
http://collection.britishmuseum.org/id/thesauri/x109050,Tabriz School,
http://collection.britishmuseum.org/id/thesauri/x95396,Tamil,
http://collection.britishmuseum.org/id/thesauri/x25590,Tang Type,
http://collection.britishmuseum.org/id/thesauri/x23290,Tanjore Style,
http://collection.britishmuseum.org/id/thesauri/x95688,Tassilo style,
http://collection.britishmuseum.org/id/thesauri/x101687,Tataura tivaevae style,
http://collection.britishmuseum.org/id/thesauri/x25591,Terra Sigillata Type,
http://collection.britishmuseum.org/id/thesauri/x25592,Timúrid Type,
http://collection.britishmuseum.org/id/thesauri/x101950,Tingatinga School,
http://collection.britishmuseum.org/id/thesauri/x100909,Tinj Type,
http://collection.britishmuseum.org/id/thesauri/x72796,Tongoa style,"Style of island dress, originating in Tongoa island, Vanuatu."
http://collection.britishmuseum.org/id/thesauri/x19271,Tosa School,
http://collection.britishmuseum.org/id/thesauri/x57052,Trewhiddle style,
http://collection.britishmuseum.org/id/thesauri/x25122,Trichinopoly Style,
http://collection.britishmuseum.org/id/thesauri/x25593,Tulunid Type,
http://collection.britishmuseum.org/id/thesauri/x17246,Turkish,
http://collection.britishmuseum.org/id/thesauri/x25124,Turkman Style,
http://collection.britishmuseum.org/id/thesauri/x17247,Tuscan,
http://collection.britishmuseum.org/id/thesauri/x41227,Tyler Hill,
http://collection.britishmuseum.org/id/thesauri/x116596,Tübingen group,The term refers to an Archaic Clazomenian pottery styles after Cook 1952.
http://collection.britishmuseum.org/id/thesauri/x23296,U Tong Style,
http://collection.britishmuseum.org/id/thesauri/x23297,Udaipur Style,"This term refers to painting at the main court of Udaipur in Mewar, Rajasthan. When this term is used, the presumed patron is the Maharana. The earliest documented Mewar royal patronage of painting occurred in 1605 and the painting atelier continued to be active until the 20th century."
http://collection.britishmuseum.org/id/thesauri/x72529,Udo,
http://collection.britishmuseum.org/id/thesauri/x25125,Ujjain Style,"This term refers to paintings from the sub-court of Ujjain , a fiefdom of Bundi. The painting style is linked to the main court of Bundi and the artists commissioned by the Ujjain patrons may have in fact trained in Bundi."
http://collection.britishmuseum.org/id/thesauri/x19283,Ukiyo-e School,
http://collection.britishmuseum.org/id/thesauri/x17248,Umbrian,
http://collection.britishmuseum.org/id/thesauri/x116598,Urla group,The term refers to an Archaic Clazomenian pottery styles after Cook 1952.
http://collection.britishmuseum.org/id/thesauri/x95689,Urnes style,
http://collection.britishmuseum.org/id/thesauri/x17249,Venetian,
http://collection.britishmuseum.org/id/thesauri/x17250,Veneto,
http://collection.britishmuseum.org/id/thesauri/x23300,Veneto-Saracenic Style,
http://collection.britishmuseum.org/id/thesauri/x17251,Venezuelan,
http://collection.britishmuseum.org/id/thesauri/x41229,Venice,
http://collection.britishmuseum.org/id/thesauri/x17252,Veronese,
http://collection.britishmuseum.org/id/thesauri/x41233,Wales,
http://collection.britishmuseum.org/id/thesauri/x41070,Wessex,
http://collection.britishmuseum.org/id/thesauri/x23308,Western India Style,"This term refers to Jain painting dating to the mid to late sixteenth century. Jain merchants controlled the trade in this area of north India and were the predominant patrons of manuscripts between the twelfth and late fifteenth centuries. The majority of commissions were of illustrated religious texts, particularly the Kalpasutra. A conspicuous trait of Jain painting is the use of the further projecting eye; other defining traits include a thin and wiry line used to delineate figures shown most often in full profile, a complete lack of modelling, and architectural features used primarily as background motifs."
http://collection.britishmuseum.org/id/thesauri/x23309,Western Style,
http://collection.britishmuseum.org/id/thesauri/x41071,Westminster,
http://collection.britishmuseum.org/id/thesauri/x95690,Winchester style,
http://collection.britishmuseum.org/id/thesauri/x96097,Worcester Type,
http://collection.britishmuseum.org/id/thesauri/x23310,Wucai Style,
http://collection.britishmuseum.org/id/thesauri/x23313,Xuande Style,
http://collection.britishmuseum.org/id/thesauri/x25594,Yotkan Type,
http://collection.britishmuseum.org/id/thesauri/x17253,Yugoslav,For artists working between 1919 and 1992.
http://collection.britishmuseum.org/id/thesauri/x20288,Zenga School,
http://collection.britishmuseum.org/id/thesauri/x108496,Zhe School,The term refers to a Ming dynasty School of painting.
http://collection.britishmuseum.org/id/thesauri/x25595,Zhou Type,
http://collection.britishmuseum.org/id/thesauri/x23320,Zizhou Type,
http://collection.britishmuseum.org/id/thesauri/x117078,Zone Decorated Oinochoai group,
http://collection.britishmuseum.org/id/thesauri/x25132,Zopher Style,

